gene,cluster,avg_logFC,pct.1,pct.2,p_val,p_val_adj
Hdac2,Astrocytes,-1.325030648,0.346,0.94,0,0
Sept6,Astrocytes,-1.326213126,0.413,0.868,0,0
Fam134a,Astrocytes,-1.327797713,0.236,0.914,0,0
Maged1,Astrocytes,-1.336289935,0.47,0.954,0,0
Ccdc28a,Astrocytes,-1.337573307,0.114,0.835,0,0
Nop10,Astrocytes,-1.340896462,0.52,0.973,0,0
Tmem38a,Astrocytes,-1.341534243,0.323,0.899,0,0
Gm5539,Astrocytes,-1.34295903,0.383,0.921,0,0
Hdgfrp3,Astrocytes,-1.343342586,0.296,0.934,0,0
Scamp1,Astrocytes,-1.344043012,0.393,0.948,0,0
Cdkn2aipnl,Astrocytes,-1.345009954,0.168,0.865,0,0
Rap2a,Astrocytes,-1.345031753,0.122,0.796,0,0
Tspyl1,Astrocytes,-1.348059325,0.23,0.935,0,0
Uchl1os,Astrocytes,-1.352418383,0.016,0.769,0,0
Pja2,Astrocytes,-1.35258494,0.546,0.949,0,0
Usp46,Astrocytes,-1.354394357,0.255,0.865,0,0
Gria1,Astrocytes,-1.356399591,0.25,0.903,0,0
Chchd4,Astrocytes,-1.35645285,0.177,0.899,0,0
Map2k1,Astrocytes,-1.361247252,0.539,0.94,0,0
St8sia5,Astrocytes,-1.361914231,0.173,0.827,0,0
Copg2,Astrocytes,-1.362286378,0.376,0.935,0,0
Glrb,Astrocytes,-1.362427429,0.522,0.952,0,0
Sae1,Astrocytes,-1.363114374,0.435,0.93,0,0
Rgs19,Astrocytes,-1.364291922,0.07,0.734,0,0
Naa50,Astrocytes,-1.36521684,0.282,0.904,0,0
Pafah1b2,Astrocytes,-1.365978533,0.357,0.95,0,0
Map2k4,Astrocytes,-1.368308427,0.329,0.929,0,0
Lrrn3,Astrocytes,-1.369183977,0.114,0.79,0,0
Extl2,Astrocytes,-1.372429021,0.179,0.838,0,0
Lppr2,Astrocytes,-1.374301964,0.213,0.86,0,0
Aktip,Astrocytes,-1.374859657,0.405,0.944,0,0
Zc2hc1a,Astrocytes,-1.375313906,0.216,0.886,0,0
Pdk3,Astrocytes,-1.381902143,0.181,0.762,0,0
Dctpp1,Astrocytes,-1.381967717,0.094,0.843,0,0
Tshz3,Astrocytes,-1.385018189,0.077,0.787,0,0
Rpl17,Astrocytes,-1.387633341,0.483,0.972,0,0
Lrrc24,Astrocytes,-1.387950171,0.069,0.707,0,0
Cit,Astrocytes,-1.391189103,0.387,0.925,0,0
Tpm1,Astrocytes,-1.393965607,0.372,0.967,0,0
1700101I11Rik,Astrocytes,-1.397716818,0.178,0.892,0,0
Arpc2,Astrocytes,-1.399082849,0.576,0.977,0,0
Dzank1,Astrocytes,-1.400452861,0.261,0.898,0,0
Dgkh,Astrocytes,-1.401237954,0.147,0.872,0,0
Cnrip1,Astrocytes,-1.40459518,0.364,0.924,0,0
BC005624,Astrocytes,-1.410533858,0.286,0.941,0,0
Pclo,Astrocytes,-1.41064529,0.476,0.939,0,0
Rps3a1,Astrocytes,-1.41669172,0.495,0.979,0,0
Cct8,Astrocytes,-1.418221768,0.548,0.968,0,0
Ctps,Astrocytes,-1.418935597,0.12,0.723,0,0
Dusp3,Astrocytes,-1.419379308,0.266,0.951,0,0
Amph,Astrocytes,-1.422470107,0.244,0.916,0,0
Sh3rf3,Astrocytes,-1.425079986,0.241,0.781,0,0
Pip5k1c,Astrocytes,-1.426953517,0.138,0.856,0,0
Dohh,Astrocytes,-1.430953328,0.152,0.888,0,0
Ppp2cb,Astrocytes,-1.43377127,0.366,0.958,0,0
Yaf2,Astrocytes,-1.434666059,0.481,0.958,0,0
Rpl22l1,Astrocytes,-1.435561159,0.467,0.954,0,0
Ccdc106,Astrocytes,-1.439044517,0.049,0.711,0,0
Cdkn2d,Astrocytes,-1.439532616,0.255,0.925,0,0
Eef1b2,Astrocytes,-1.44014648,0.388,0.964,0,0
Hspbp1,Astrocytes,-1.440431503,0.346,0.922,0,0
2210016L21Rik,Astrocytes,-1.440648067,0.364,0.935,0,0
Ahsa1,Astrocytes,-1.44065353,0.365,0.957,0,0
Ctnnb1,Astrocytes,-1.441539437,0.203,0.895,0,0
Mea1,Astrocytes,-1.442318481,0.345,0.957,0,0
Pdgfa,Astrocytes,-1.444482917,0.07,0.827,0,0
Stx1b,Astrocytes,-1.44793745,0.25,0.875,0,0
Ptp4a3,Astrocytes,-1.44829378,0.165,0.849,0,0
Rundc3a,Astrocytes,-1.449651614,0.356,0.918,0,0
Ube2m,Astrocytes,-1.45029743,0.533,0.962,0,0
Msra,Astrocytes,-1.452009158,0.251,0.907,0,0
Atmin,Astrocytes,-1.454373292,0.087,0.745,0,0
Med28,Astrocytes,-1.459613049,0.447,0.975,0,0
Isca1,Astrocytes,-1.464940962,0.351,0.933,0,0
Denr,Astrocytes,-1.465893253,0.356,0.951,0,0
Nhp2,Astrocytes,-1.466877614,0.243,0.907,0,0
Aip,Astrocytes,-1.468297114,0.3,0.944,0,0
Lzts3,Astrocytes,-1.46947199,0.077,0.755,0,0
Zcchc17,Astrocytes,-1.470085268,0.309,0.943,0,0
Sms,Astrocytes,-1.473218765,0.213,0.889,0,0
Lmna,Astrocytes,-1.475369064,0.178,0.845,0,0
Pin1,Astrocytes,-1.479343697,0.473,0.954,0,0
Gnaz,Astrocytes,-1.480570279,0.119,0.848,0,0
Lcmt1,Astrocytes,-1.4810126,0.249,0.923,0,0
Arpc5,Astrocytes,-1.481497655,0.402,0.958,0,0
Ap3m2,Astrocytes,-1.482242643,0.145,0.836,0,0
Uchl5,Astrocytes,-1.485433571,0.432,0.934,0,0
Ssbp3,Astrocytes,-1.490972639,0.308,0.912,0,0
2700094K13Rik,Astrocytes,-1.491709955,0.115,0.86,0,0
Dpcd,Astrocytes,-1.494194229,0.21,0.915,0,0
Gm6747,Astrocytes,-1.49536259,0.455,0.953,0,0
Wsb2,Astrocytes,-1.497971465,0.228,0.908,0,0
Ppa1,Astrocytes,-1.498906071,0.378,0.93,0,0
Nhp2l1,Astrocytes,-1.501764693,0.517,0.97,0,0
Lancl2,Astrocytes,-1.501810886,0.12,0.835,0,0
Gm9794,Astrocytes,-1.50939405,0.446,0.964,0,0
Hnrnpab,Astrocytes,-1.510275898,0.269,0.943,0,0
Hdac11,Astrocytes,-1.511226268,0.125,0.854,0,0
Mmp16,Astrocytes,-1.515152419,0.3,0.882,0,0
Arl1,Astrocytes,-1.52211786,0.414,0.955,0,0
Tango2,Astrocytes,-1.523517342,0.434,0.933,0,0
Tnr,Astrocytes,-1.525931648,0.17,0.8,0,0
Skil,Astrocytes,-1.52684448,0.063,0.764,0,0
Ppp1ca,Astrocytes,-1.531580659,0.523,0.972,0,0
Rps3,Astrocytes,-1.532880192,0.559,0.981,0,0
Actn1,Astrocytes,-1.533123918,0.135,0.767,0,0
Pdap1,Astrocytes,-1.538339185,0.41,0.965,0,0
Coa3,Astrocytes,-1.538367817,0.565,0.972,0,0
Rab33a,Astrocytes,-1.541902854,0.138,0.867,0,0
Map7d2,Astrocytes,-1.548585168,0.356,0.95,0,0
Rap1gds1,Astrocytes,-1.549989937,0.537,0.964,0,0
Ier5l,Astrocytes,-1.550666223,0.053,0.696,0,0
A230050P20Rik,Astrocytes,-1.552627365,0.125,0.893,0,0
Rap1gap2,Astrocytes,-1.553067538,0.302,0.846,0,0
Gnl3l,Astrocytes,-1.557105395,0.234,0.917,0,0
Rnf14,Astrocytes,-1.559053567,0.454,0.945,0,0
Polr3k,Astrocytes,-1.560449572,0.193,0.907,0,0
Nudc,Astrocytes,-1.56080493,0.371,0.96,0,0
Rock2,Astrocytes,-1.564666468,0.462,0.962,0,0
Pfdn2,Astrocytes,-1.565289416,0.373,0.964,0,0
Fsd1,Astrocytes,-1.565576082,0.116,0.847,0,0
Ppm1l,Astrocytes,-1.565829867,0.192,0.856,0,0
Satb1,Astrocytes,-1.567402847,0.322,0.852,0,0
Nars,Astrocytes,-1.567542036,0.503,0.959,0,0
Ghitm,Astrocytes,-1.57400498,0.545,0.969,0,0
Sorbs2,Astrocytes,-1.574768011,0.195,0.914,0,0
Sumo3,Astrocytes,-1.579611357,0.287,0.947,0,0
Ncl,Astrocytes,-1.580427388,0.532,0.975,0,0
Rpl27a,Astrocytes,-1.580833804,0.46,0.977,0,0
Kif5a,Astrocytes,-1.584810285,0.114,0.859,0,0
Ccdc85b,Astrocytes,-1.592538216,0.372,0.952,0,0
Lancl1,Astrocytes,-1.595777906,0.46,0.962,0,0
Rnf11,Astrocytes,-1.597391333,0.35,0.938,0,0
Rgs2,Astrocytes,-1.60089416,0.117,0.768,0,0
Taf9,Astrocytes,-1.602623454,0.356,0.948,0,0
Pink1,Astrocytes,-1.60715234,0.385,0.953,0,0
Slc35f1,Astrocytes,-1.60783967,0.258,0.855,0,0
Gpx1,Astrocytes,-1.608214588,0.348,0.958,0,0
Cxx1b,Astrocytes,-1.616950197,0.449,0.97,0,0
Fam134b,Astrocytes,-1.618330165,0.057,0.726,0,0
Lrrc8b,Astrocytes,-1.621127769,0.14,0.883,0,0
Polr1d,Astrocytes,-1.623383552,0.331,0.943,0,0
Kcnab2,Astrocytes,-1.624051672,0.064,0.789,0,0
Map7,Astrocytes,-1.626279848,0.142,0.784,0,0
Cacna1a,Astrocytes,-1.628156922,0.353,0.906,0,0
Plvap,Astrocytes,-1.629773208,0.221,0.781,0,0
Gnb5,Astrocytes,-1.63091164,0.318,0.915,0,0
Lrrc73,Astrocytes,-1.636232198,0.055,0.757,0,0
Nceh1,Astrocytes,-1.639567792,0.143,0.873,0,0
A730017C20Rik,Astrocytes,-1.643827882,0.091,0.788,0,0
Reep2,Astrocytes,-1.646377565,0.17,0.878,0,0
Zmat2,Astrocytes,-1.649510934,0.465,0.955,0,0
Marcks,Astrocytes,-1.650316756,0.42,0.947,0,0
Tyro3,Astrocytes,-1.65316391,0.08,0.738,0,0
Moap1,Astrocytes,-1.65377021,0.057,0.777,0,0
Gm1673,Astrocytes,-1.657153116,0.346,0.916,0,0
Gucy1b3,Astrocytes,-1.657630539,0.178,0.889,0,0
Homer1,Astrocytes,-1.665311837,0.304,0.885,0,0
Pcmt1,Astrocytes,-1.665518851,0.522,0.961,0,0
Cct7,Astrocytes,-1.668683825,0.511,0.974,0,0
Ran,Astrocytes,-1.672845465,0.571,0.973,0,0
Stk25,Astrocytes,-1.672968878,0.387,0.945,0,0
Ier5,Astrocytes,-1.674352214,0.139,0.8,0,0
Srp9,Astrocytes,-1.674397292,0.44,0.966,0,0
Ugcg,Astrocytes,-1.678590798,0.225,0.909,0,0
Sel1l3,Astrocytes,-1.680616906,0.071,0.749,0,0
Dynll2,Astrocytes,-1.68287197,0.331,0.94,0,0
LOC102640133,Astrocytes,-1.683162069,0.083,0.73,0,0
Tusc2,Astrocytes,-1.685423402,0.21,0.917,0,0
Pnmal1,Astrocytes,-1.690603758,0.147,0.846,0,0
Stau2,Astrocytes,-1.699245976,0.349,0.922,0,0
Arpc1a,Astrocytes,-1.701968918,0.398,0.959,0,0
Cdc37,Astrocytes,-1.702550167,0.31,0.954,0,0
Ttll1,Astrocytes,-1.706581623,0.108,0.839,0,0
Gmpr,Astrocytes,-1.719925797,0.069,0.81,0,0
Atp6ap1,Astrocytes,-1.720169159,0.563,0.97,0,0
Mat2b,Astrocytes,-1.72529189,0.418,0.949,0,0
Bnip3,Astrocytes,-1.728137103,0.445,0.948,0,0
Ccdc124,Astrocytes,-1.731550933,0.395,0.953,0,0
Trim32,Astrocytes,-1.732620826,0.171,0.894,0,0
Vti1b,Astrocytes,-1.732778228,0.549,0.966,0,0
Praf2,Astrocytes,-1.739643053,0.275,0.936,0,0
Klhl2,Astrocytes,-1.749912176,0.251,0.905,0,0
Gm17202,Astrocytes,-1.750514726,0.057,0.764,0,0
Slc25a14,Astrocytes,-1.750788057,0.251,0.912,0,0
Ahi1,Astrocytes,-1.751687634,0.484,0.935,0,0
Scoc,Astrocytes,-1.757868878,0.525,0.961,0,0
Mmd,Astrocytes,-1.763210049,0.183,0.89,0,0
Rnf220,Astrocytes,-1.763602236,0.312,0.947,0,0
Ankrd45,Astrocytes,-1.763678559,0.123,0.764,0,0
Brinp2,Astrocytes,-1.767265612,0.103,0.801,0,0
Adarb1,Astrocytes,-1.770417851,0.264,0.805,0,0
Flot1,Astrocytes,-1.776745111,0.23,0.907,0,0
Bc1,Astrocytes,-1.777094841,0.389,0.872,0,0
Aox2,Astrocytes,-1.779757295,0.38,0.889,0,0
Sptbn2,Astrocytes,-1.782265438,0.14,0.835,0,0
Trim46,Astrocytes,-1.783923449,0.049,0.739,0,0
Slc39a10,Astrocytes,-1.78465765,0.304,0.917,0,0
Cyb5r3,Astrocytes,-1.79444535,0.117,0.847,0,0
Bag1,Astrocytes,-1.798033009,0.333,0.936,0,0
Il34,Astrocytes,-1.800784839,0.113,0.737,0,0
Syt7,Astrocytes,-1.802352192,0.092,0.865,0,0
Clstn1,Astrocytes,-1.805906338,0.546,0.963,0,0
Pmepa1,Astrocytes,-1.810487471,0.085,0.791,0,0
Cmas,Astrocytes,-1.81920805,0.181,0.902,0,0
Epb4.1l1,Astrocytes,-1.826372828,0.178,0.876,0,0
R3hdm4,Astrocytes,-1.827651926,0.219,0.899,0,0
Dctn3,Astrocytes,-1.829025195,0.554,0.966,0,0
Cep19,Astrocytes,-1.829329676,0.388,0.918,0,0
Cltb,Astrocytes,-1.831997803,0.424,0.972,0,0
B230217C12Rik,Astrocytes,-1.83222726,0.138,0.891,0,0
Flrt2,Astrocytes,-1.835905682,0.135,0.8,0,0
Cend1,Astrocytes,-1.838393017,0.434,0.924,0,0
Tpt1-ps3,Astrocytes,-1.838599813,0.573,0.976,0,0
Nat14,Astrocytes,-1.843293866,0.161,0.888,0,0
Igsf8,Astrocytes,-1.844695125,0.214,0.922,0,0
Tiam1,Astrocytes,-1.848099049,0.296,0.814,0,0
Jazf1,Astrocytes,-1.850081325,0.154,0.829,0,0
Gm17383,Astrocytes,-1.853983845,0.192,0.854,0,0
Ptprn2,Astrocytes,-1.854210158,0.28,0.929,0,0
Zbtb18,Astrocytes,-1.856753186,0.169,0.833,0,0
Mpped1,Astrocytes,-1.859650011,0.169,0.8,0,0
Spryd3,Astrocytes,-1.860610626,0.227,0.864,0,0
A330076H08Rik,Astrocytes,-1.862060883,0.11,0.808,0,0
Fam213b,Astrocytes,-1.867141338,0.184,0.902,0,0
Rwdd2a,Astrocytes,-1.867373135,0.105,0.802,0,0
Ttll7,Astrocytes,-1.86767158,0.215,0.952,0,0
Habp4,Astrocytes,-1.87235936,0.202,0.913,0,0
Dtd1,Astrocytes,-1.879474428,0.341,0.936,0,0
Tsnax,Astrocytes,-1.883179391,0.338,0.923,0,0
Nenf,Astrocytes,-1.884036479,0.318,0.963,0,0
Snx10,Astrocytes,-1.885816114,0.428,0.913,0,0
Dusp8,Astrocytes,-1.887642772,0.048,0.762,0,0
Pkig,Astrocytes,-1.888936688,0.416,0.961,0,0
Gm26871,Astrocytes,-1.896100111,0.011,0.685,0,0
Gabra5,Astrocytes,-1.898364719,0.077,0.742,0,0
Arhgap44,Astrocytes,-1.903142231,0.114,0.835,0,0
Ubald1,Astrocytes,-1.904897155,0.245,0.932,0,0
Sgsm1,Astrocytes,-1.907235584,0.11,0.732,0,0
Nap1l3,Astrocytes,-1.909096831,0.076,0.842,0,0
Magee1,Astrocytes,-1.91567446,0.139,0.886,0,0
Mkrn1,Astrocytes,-1.918394966,0.318,0.931,0,0
Smyd2,Astrocytes,-1.918630862,0.119,0.843,0,0
Slc2a3,Astrocytes,-1.920759325,0.273,0.839,0,0
Cacybp,Astrocytes,-1.923909629,0.421,0.966,0,0
Rnf187,Astrocytes,-1.935493253,0.412,0.965,0,0
Nudt4,Astrocytes,-1.940588444,0.183,0.868,0,0
Klhdc3,Astrocytes,-1.953353804,0.237,0.928,0,0
Gm5526,Astrocytes,-1.957850342,0.256,0.895,0,0
B3gat1,Astrocytes,-1.960302431,0.068,0.703,0,0
Btbd10,Astrocytes,-1.96075214,0.348,0.91,0,0
Fabp3-ps1,Astrocytes,-1.966611584,0.077,0.781,0,0
Ids,Astrocytes,-1.967678847,0.167,0.907,0,0
Samd12,Astrocytes,-1.967766549,0.295,0.93,0,0
Lrrfip1,Astrocytes,-1.968627428,0.216,0.915,0,0
Shank2,Astrocytes,-1.972924252,0.196,0.847,0,0
Prepl,Astrocytes,-1.975001471,0.313,0.932,0,0
Vopp1,Astrocytes,-1.97612035,0.091,0.85,0,0
Tmem132a,Astrocytes,-1.977661277,0.158,0.838,0,0
Osbp2,Astrocytes,-1.979039834,0.239,0.767,0,0
Eif1a,Astrocytes,-1.981461759,0.138,0.889,0,0
Pdp1,Astrocytes,-1.985644496,0.142,0.815,0,0
Gm33947,Astrocytes,-1.98940523,0,0.663,0,0
Ndfip2,Astrocytes,-1.990386983,0.411,0.963,0,0
Oxr1,Astrocytes,-1.992008023,0.552,0.967,0,0
Camk1,Astrocytes,-1.99585433,0.282,0.92,0,0
Slc35f3,Astrocytes,-2.009566316,0.147,0.741,0,0
Ensa,Astrocytes,-2.011915383,0.463,0.952,0,0
Atp6v1a,Astrocytes,-2.01583904,0.561,0.964,0,0
H1fx,Astrocytes,-2.019443966,0.087,0.852,0,0
Stmn1-rs2,Astrocytes,-2.030776522,0.033,0.769,0,0
Arhgef3,Astrocytes,-2.034700482,0.313,0.827,0,0
Slc25a22,Astrocytes,-2.036099922,0.163,0.884,0,0
Mtus2,Astrocytes,-2.037101824,0.283,0.777,0,0
Fam131a,Astrocytes,-2.039983636,0.198,0.858,0,0
Myo5a,Astrocytes,-2.041315075,0.247,0.931,0,0
Gars,Astrocytes,-2.054966828,0.187,0.915,0,0
Necap1,Astrocytes,-2.056893417,0.295,0.924,0,0
Map6,Astrocytes,-2.057997223,0.101,0.836,0,0
Peg13,Astrocytes,-2.066403168,0.072,0.879,0,0
Cacnb2,Astrocytes,-2.069231942,0.258,0.874,0,0
Ccser1,Astrocytes,-2.071482716,0.47,0.945,0,0
H2afz,Astrocytes,-2.07237853,0.557,0.979,0,0
Cadm3,Astrocytes,-2.077252867,0.059,0.839,0,0
2900097C17Rik,Astrocytes,-2.085691445,0.265,0.929,0,0
Sdr39u1,Astrocytes,-2.086584374,0.075,0.875,0,0
Gm34267,Astrocytes,-2.091711045,0.02,0.643,0,0
Camkk2,Astrocytes,-2.093897764,0.184,0.844,0,0
Smim13,Astrocytes,-2.104949975,0.233,0.908,0,0
Pitpna,Astrocytes,-2.108838136,0.462,0.97,0,0
Sh3bp5,Astrocytes,-2.113159906,0.076,0.776,0,0
Prelid1,Astrocytes,-2.114534464,0.279,0.954,0,0
Tmem191c,Astrocytes,-2.114959442,0.161,0.913,0,0
Gm3788,Astrocytes,-2.119107718,0.006,0.672,0,0
Ggct,Astrocytes,-2.120026293,0.044,0.767,0,0
Fnbp1l,Astrocytes,-2.121750545,0.175,0.934,0,0
Gm12346,Astrocytes,-2.123246398,0.268,0.963,0,0
Thy1,Astrocytes,-2.125093131,0.278,0.906,0,0
Pja1,Astrocytes,-2.142445113,0.311,0.936,0,0
Arl4a,Astrocytes,-2.154614864,0.137,0.853,0,0
Ppp1r1a,Astrocytes,-2.156594263,0.232,0.88,0,0
Tro,Astrocytes,-2.166804937,0.069,0.868,0,0
Nap1l1,Astrocytes,-2.171442942,0.369,0.958,0,0
Schip1,Astrocytes,-2.180388318,0.273,0.909,0,0
Ddx25,Astrocytes,-2.183163695,0.079,0.861,0,0
Ap2s1,Astrocytes,-2.193617984,0.533,0.973,0,0
Chchd6,Astrocytes,-2.19518885,0.539,0.964,0,0
Pld3,Astrocytes,-2.206990211,0.501,0.947,0,0
Cacna2d1,Astrocytes,-2.214063776,0.252,0.86,0,0
Dpy19l1,Astrocytes,-2.214465969,0.083,0.788,0,0
Prkacb,Astrocytes,-2.219329585,0.286,0.941,0,0
Kcnj3,Astrocytes,-2.222626866,0.202,0.901,0,0
Tpd52,Astrocytes,-2.222892629,0.325,0.934,0,0
1500011B03Rik,Astrocytes,-2.2346713,0.325,0.934,0,0
Fam103a1,Astrocytes,-2.237939986,0.354,0.954,0,0
Ap1s1,Astrocytes,-2.238494903,0.276,0.939,0,0
Wasf1,Astrocytes,-2.240289338,0.314,0.924,0,0
Rogdi,Astrocytes,-2.251081466,0.399,0.931,0,0
Zfyve28,Astrocytes,-2.252016657,0.072,0.666,0,0
Slc8a2,Astrocytes,-2.258335574,0.02,0.721,0,0
Ephb6,Astrocytes,-2.2584487,0.054,0.714,0,0
Sulf2,Astrocytes,-2.263716446,0.113,0.717,0,0
Ogfrl1,Astrocytes,-2.26892279,0.253,0.912,0,0
Smarca1,Astrocytes,-2.269916161,0.271,0.724,0,0
Limd2,Astrocytes,-2.276183378,0.085,0.824,0,0
Cep170b,Astrocytes,-2.277319567,0.035,0.819,0,0
Hsph1,Astrocytes,-2.2816751,0.308,0.933,0,0
Rusc1,Astrocytes,-2.285503403,0.112,0.832,0,0
Fam81a,Astrocytes,-2.291869505,0.095,0.844,0,0
Gm12428,Astrocytes,-2.292101208,0.071,0.846,0,0
Pde1b,Astrocytes,-2.292621308,0.031,0.646,0,0
LOC105242901,Astrocytes,-2.304979765,0.048,0.811,0,0
Stx3,Astrocytes,-2.315362342,0.06,0.693,0,0
Zfp385b,Astrocytes,-2.316986629,0.165,0.839,0,0
Fbxl16,Astrocytes,-2.32038426,0.265,0.925,0,0
Plk2,Astrocytes,-2.320690986,0.161,0.892,0,0
Gpr158,Astrocytes,-2.32357209,0.3,0.894,0,0
Scrn1,Astrocytes,-2.330526848,0.123,0.91,0,0
Lppr5,Astrocytes,-2.34025317,0.078,0.815,0,0
Ccl27a,Astrocytes,-2.344738467,0.249,0.919,0,0
Larp6,Astrocytes,-2.344740314,0.046,0.767,0,0
Pls3,Astrocytes,-2.35569052,0.342,0.948,0,0
Pdlim7,Astrocytes,-2.360622293,0.208,0.928,0,0
LOC105243129,Astrocytes,-2.362799048,0.014,0.671,0,0
Rrp1,Astrocytes,-2.36793338,0.511,0.963,0,0
Cdkl5,Astrocytes,-2.375244028,0.101,0.887,0,0
Garnl3,Astrocytes,-2.375367627,0.199,0.812,0,0
Fam3c,Astrocytes,-2.383245514,0.189,0.9,0,0
Mest,Astrocytes,-2.387072637,0.02,0.65,0,0
Gdap1l1,Astrocytes,-2.388925891,0.12,0.884,0,0
Miat,Astrocytes,-2.392503412,0.048,0.811,0,0
Grm5,Astrocytes,-2.395619603,0.312,0.931,0,0
Kcna6,Astrocytes,-2.407355552,0.05,0.841,0,0
Zfp575,Astrocytes,-2.409867611,0.015,0.701,0,0
Hras,Astrocytes,-2.410792794,0.289,0.946,0,0
Gdap1,Astrocytes,-2.416340017,0.079,0.88,0,0
Rapgefl1,Astrocytes,-2.419221847,0.088,0.738,0,0
Bin1,Astrocytes,-2.419617343,0.162,0.894,0,0
Atl1,Astrocytes,-2.420845645,0.281,0.919,0,0
Rgs11,Astrocytes,-2.421873419,0.024,0.672,0,0
Psd,Astrocytes,-2.424370765,0.066,0.837,0,0
Prps1,Astrocytes,-2.428877271,0.227,0.912,0,0
Cadps,Astrocytes,-2.432496441,0.198,0.931,0,0
Agpat4,Astrocytes,-2.445889727,0.101,0.872,0,0
Sh2d5,Astrocytes,-2.466504637,0.029,0.67,0,0
Olfm3,Astrocytes,-2.46933061,0.167,0.699,0,0
Grin1,Astrocytes,-2.490278297,0.154,0.903,0,0
Chsy3,Astrocytes,-2.491382444,0.099,0.778,0,0
Cacna1c,Astrocytes,-2.494100128,0.158,0.863,0,0
AI593442,Astrocytes,-2.497703864,0.107,0.81,0,0
Klf10,Astrocytes,-2.499591932,0.041,0.69,0,0
Atp6v0e2,Astrocytes,-2.501106508,0.547,0.96,0,0
Gm5844,Astrocytes,-2.502903382,0.214,0.946,0,0
Pdxp,Astrocytes,-2.505123949,0.143,0.902,0,0
Dcaf12l1,Astrocytes,-2.510154413,0.028,0.706,0,0
Synpo,Astrocytes,-2.518905561,0.073,0.765,0,0
Morf4l2,Astrocytes,-2.519928559,0.458,0.966,0,0
Itpr1,Astrocytes,-2.521774246,0.249,0.874,0,0
Cxx1c,Astrocytes,-2.525591428,0.425,0.959,0,0
Pnmal2,Astrocytes,-2.527716292,0.077,0.867,0,0
Tspyl4,Astrocytes,-2.528118189,0.252,0.934,0,0
Tub,Astrocytes,-2.538789217,0.027,0.7,0,0
Rtn2,Astrocytes,-2.538867658,0.041,0.723,0,0
Ccdc92,Astrocytes,-2.539630707,0.092,0.883,0,0
Atp9a,Astrocytes,-2.553562373,0.417,0.937,0,0
Nrg1,Astrocytes,-2.555483259,0.446,0.896,0,0
Rnf150,Astrocytes,-2.55572089,0.075,0.673,0,0
Frrs1l,Astrocytes,-2.56763789,0.143,0.88,0,0
Srrm4,Astrocytes,-2.576243222,0.078,0.826,0,0
Mtmr7,Astrocytes,-2.581041251,0.134,0.85,0,0
Pnma2,Astrocytes,-2.588699017,0.013,0.622,0,0
Diras2,Astrocytes,-2.589527432,0.13,0.83,0,0
1700086L19Rik,Astrocytes,-2.589948614,0.035,0.69,0,0
Hn1,Astrocytes,-2.595482148,0.346,0.935,0,0
Ldb2,Astrocytes,-2.60073074,0.149,0.802,0,0
Hid1,Astrocytes,-2.609452424,0.05,0.828,0,0
Slc7a8,Astrocytes,-2.60945609,0.081,0.77,0,0
Eid1,Astrocytes,-2.614794412,0.319,0.961,0,0
Madd,Astrocytes,-2.62076354,0.135,0.872,0,0
Khdrbs3,Astrocytes,-2.62149375,0.394,0.924,0,0
Atp8a2,Astrocytes,-2.621741138,0.246,0.728,0,0
Arf3,Astrocytes,-2.625685754,0.193,0.921,0,0
Arpc3,Astrocytes,-2.63163513,0.409,0.974,0,0
Gm5802,Astrocytes,-2.650525571,0.084,0.846,0,0
Mfsd4,Astrocytes,-2.651396835,0.095,0.72,0,0
Pnpo,Astrocytes,-2.653290582,0.067,0.763,0,0
Tceal3,Astrocytes,-2.654215556,0.249,0.934,0,0
Kcnb1,Astrocytes,-2.670614893,0.278,0.884,0,0
Mapk11,Astrocytes,-2.672808814,0.031,0.712,0,0
Lzts1,Astrocytes,-2.674178288,0.064,0.792,0,0
A830010M20Rik,Astrocytes,-2.67905198,0.074,0.865,0,0
Ddn,Astrocytes,-2.68507585,0.033,0.701,0,0
Elavl4,Astrocytes,-2.694552265,0.343,0.928,0,0
Slc6a6,Astrocytes,-2.703210841,0.107,0.772,0,0
Gm7743,Astrocytes,-2.710505141,0.287,0.963,0,0
Apbb1,Astrocytes,-2.711981575,0.266,0.934,0,0
Runx1t1,Astrocytes,-2.716595819,0.082,0.882,0,0
Gm4204,Astrocytes,-2.720891797,0.194,0.927,0,0
Pak3,Astrocytes,-2.72096687,0.115,0.9,0,0
4930506M07Rik,Astrocytes,-2.727211312,0.047,0.79,0,0
Cplx2,Astrocytes,-2.72733722,0.143,0.801,0,0
Camk2a,Astrocytes,-2.729064059,0.137,0.872,0,0
Rasgrf1,Astrocytes,-2.732495531,0.23,0.84,0,0
Cyfip2,Astrocytes,-2.734578327,0.188,0.887,0,0
Atp6v1c1,Astrocytes,-2.736699322,0.516,0.962,0,0
Rtn4r,Astrocytes,-2.737297512,0.028,0.668,0,0
Gnai1,Astrocytes,-2.738948592,0.175,0.919,0,0
Hspa12a,Astrocytes,-2.739284456,0.076,0.792,0,0
Ptpn5,Astrocytes,-2.751377463,0.063,0.834,0,0
Rtn4,Astrocytes,-2.762577595,0.409,0.956,0,0
Osbpl10,Astrocytes,-2.764044837,0.257,0.708,0,0
Arhgap20,Astrocytes,-2.766101928,0.04,0.762,0,0
Lpgat1,Astrocytes,-2.76865284,0.097,0.899,0,0
